DATE&TIME,LAFMAX,LAFMIN,LAE,LAEQ
01/01/2023 12:00:53 AM,25.9,11.7,82.4,33.1
01/01/2023 12:00:54 AM,16.8,2.6,57.8,81.3
01/01/2023 12:00:55 AM,81.4,8.0,54.2,45.3
01/01/2023 12:00:56 AM,56.1,58.1,3.0,84.5
01/01/2023 12:00:57 AM,88.8,48.6,94.8,18.6
01/01/2023 12:00:58 AM,55.9,23.3,47.9,68.8
01/01/2023 12:00:59 AM,55.3,75.9,80.2,11.3
01/01/2023 12:01:00 AM,15.3,61.6,73.4,45.7
01/01/2023 12:01:01 AM,79.3,87.4,95.4,66.2
01/01/2023 12:01:02 AM,18.4,99.5,35.6,43.5
01/01/2023 12:01:03 AM,53.9,14.3,98.7,42.4
01/01/2023 12:01:04 AM,52.9,66.6,19.1,27.1
01/01/2023 12:01:05 AM,66.3,93.1,94.7,39.7
01/01/2023 12:01:06 AM,97.4,11.7,11.1,18.0
01/01/2023 12:01:07 AM,37.8,63.2,15.1,56.0
01/01/2023 12:01:08 AM,16.3,28.9,9.6,13.9
01/01/2023 12:01:09 AM,91.4,15.6,17.8,6.0
01/01/2023 12:01:10 AM,61.8,44.5,5.4,33.8
01/01/2023 12:01:11 AM,42.2,92.0,71.8,11.6
01/01/2023 12:01:12 AM,42.4,88.2,3.0,93.1
01/01/2023 12:01:13 AM,55.9,29.7,7.2,13.3
01/01/2023 12:01:14 AM,59.8,6.2,60.2,52.2
01/01/2023 12:01:15 AM,94.9,98.1,79.9,92.1
01/01/2023 12:01:16 AM,8.5,92.0,85.2,14.1
01/01/2023 12:01:17 AM,3.6,75.6,38.5,61.6
01/01/2023 12:01:18 AM,47.4,21.7,64.9,2.7
01/01/2023 12:01:19 AM,24.0,85.3,10.7,58.3
01/01/2023 12:01:20 AM,29.1,8.1,89.0,4.0
01/01/2023 12:01:21 AM,9.8,45.9,7.7,59.5
01/01/2023 12:01:22 AM,94.4,61.7,64.6,72.5
01/01/2023 12:01:23 AM,6.8,24.4,24.4,69.7
01/01/2023 12:01:24 AM,7.1,95.0,62.8,61.9
01/01/2023 12:01:25 AM,21.2,70.7,39.6,75.8
01/01/2023 12:01:26 AM,50.4,21.6,47.0,2.0
01/01/2023 12:01:27 AM,5.3,83.6,19.8,71.9
01/01/2023 12:01:28 AM,47.5,56.8,51.8,23.1
01/01/2023 12:01:29 AM,1.0,41.6,64.6,38.3
01/01/2023 12:01:30 AM,6.2,93.3,73.6,76.7
01/01/2023 12:01:31 AM,16.7,39.4,64.7,27.2
01/01/2023 12:01:32 AM,20.7,33.7,23.8,79.5
01/01/2023 12:01:33 AM,19.4,34.9,58.4,34.2
01/01/2023 12:01:34 AM,51.7,91.6,70.3,63.6
01/01/2023 12:01:35 AM,30.7,16.4,6.0,79.9
01/01/2023 12:01:36 AM,36.3,51.9,36.0,51.8
01/01/2023 12:01:37 AM,31.0,96.8,37.9,10.3
01/01/2023 12:01:38 AM,24.6,28.3,98.7,16.9
01/01/2023 12:01:39 AM,21.1,10.5,31.1,36.7
01/01/2023 12:01:40 AM,13.1,12.6,68.4,85.1
01/01/2023 12:01:41 AM,47.0,86.3,13.7,96.2
01/01/2023 12:01:42 AM,51.7,87.1,95.5,27.6
01/01/2023 12:01:43 AM,20.9,26.0,24.5,46.2
01/01/2023 12:01:44 AM,96.8,38.5,53.5,60.3
01/01/2023 12:01:45 AM,90.4,18.7,17.5,61.0
01/01/2023 12:01:46 AM,32.9,14.2,11.8,51.8
01/01/2023 12:01:47 AM,18.8,64.9,81.6,48.0
01/01/2023 12:01:48 AM,94.2,19.0,53.4,58.3
01/01/2023 12:01:49 AM,23.0,64.5,3.9,96.0
01/01/2023 12:01:50 AM,25.0,71.4,79.4,23.7
01/01/2023 12:01:51 AM,97.0,83.8,21.8,28.3
01/01/2023 12:01:52 AM,36.5,51.3,5.6,16.9
01/01/2023 12:01:53 AM,71.6,28.2,93.1,23.9
01/01/2023 12:01:54 AM,5.8,56.6,6.2,84.6
01/01/2023 12:01:55 AM,61.8,4.8,19.1,90.6
01/01/2023 12:01:56 AM,18.6,73.6,16.5,59.1
01/01/2023 12:01:57 AM,73.4,93.4,51.2,89.6
01/01/2023 12:01:58 AM,65.1,9.3,97.5,56.6
01/01/2023 12:01:59 AM,94.0,23.6,54.1,30.3
01/01/2023 12:02:00 AM,74.5,69.3,88.0,74.9
01/01/2023 12:02:01 AM,72.1,98.6,87.5,37.7
01/01/2023 12:02:02 AM,1.2,66.9,87.6,21.2
01/01/2023 12:02:03 AM,22.6,20.0,37.4,14.0
01/01/2023 12:02:04 AM,44.8,77.7,17.3,84.8
01/01/2023 12:02:05 AM,90.7,45.0,44.2,73.6
01/01/2023 12:02:06 AM,61.0,30.1,12.7,59.9
01/01/2023 12:02:07 AM,69.3,26.3,60.9,95.3
01/01/2023 12:02:08 AM,63.3,95.1,11.4,51.3
01/01/2023 12:02:09 AM,85.1,60.9,90.6,90.3
01/01/2023 12:02:10 AM,54.9,14.0,41.3,25.9
01/01/2023 12:02:11 AM,88.2,44.4,55.7,1.6
01/01/2023 12:02:12 AM,61.2,1.9,21.0,44.8
01/01/2023 12:02:13 AM,88.9,74.0,91.2,4.3
01/01/2023 12:02:14 AM,61.8,39.4,7.4,55.0
01/01/2023 12:02:15 AM,38.2,97.6,8.1,64.0
01/01/2023 12:02:16 AM,82.3,39.0,62.6,95.6
01/01/2023 12:02:17 AM,79.9,33.3,62.2,59.7
01/01/2023 12:02:18 AM,19.9,26.3,59.0,67.4
01/01/2023 12:02:19 AM,71.2,11.7,32.7,74.8
01/01/2023 12:02:20 AM,80.0,17.0,93.3,1.5
01/01/2023 12:02:21 AM,92.3,26.2,60.4,7.2
01/01/2023 12:02:22 AM,98.5,51.2,16.2,44.8
01/01/2023 12:02:23 AM,61.2,15.0,29.1,7.5
01/01/2023 12:02:24 AM,54.5,29.9,75.6,79.9
01/01/2023 12:02:25 AM,52.0,77.9,51.1,1.0
01/01/2023 12:02:26 AM,38.9,33.1,15.5,8.7
01/01/2023 12:02:27 AM,47.4,89.8,86.5,83.6
01/01/2023 12:02:28 AM,30.3,86.2,94.2,93.9
01/01/2023 12:02:29 AM,98.8,73.6,53.3,67.4
01/01/2023 12:02:30 AM,12.6,30.1,61.3,58.0
01/01/2023 12:02:31 AM,97.2,19.2,10.3,62.5
01/01/2023 12:02:32 AM,49.0,69.6,32.7,12.2
01/01/2023 12:02:33 AM,28.5,30.2,47.7,85.5
01/01/2023 12:02:34 AM,78.5,88.7,29.6,11.3
01/01/2023 12:02:35 AM,66.9,98.5,78.3,97.5
01/01/2023 12:02:36 AM,4.5,18.4,98.2,92.6
01/01/2023 12:02:37 AM,92.9,31.8,94.1,79.1
01/01/2023 12:02:38 AM,82.0,41.2,55.8,26.2
01/01/2023 12:02:39 AM,15.0,40.8,78.2,97.6
01/01/2023 12:02:40 AM,14.8,7.0,32.5,66.6
01/01/2023 12:02:41 AM,64.2,15.1,95.7,23.4
01/01/2023 12:02:42 AM,38.0,78.3,89.8,58.4
01/01/2023 12:02:43 AM,36.2,1.6,24.3,69.7
01/01/2023 12:02:44 AM,44.8,14.2,5.6,17.3
01/01/2023 12:02:45 AM,87.6,80.1,94.4,7.6
01/01/2023 12:02:46 AM,51.7,46.8,78.3,69.2
01/01/2023 12:02:47 AM,93.8,69.2,48.2,25.9
01/01/2023 12:02:48 AM,69.4,72.1,49.8,43.9
01/01/2023 12:02:49 AM,85.9,11.7,93.1,7.1
01/01/2023 12:02:50 AM,85.5,96.4,1.2,44.7
01/01/2023 12:02:51 AM,71.6,2.9,57.4,87.3
01/01/2023 12:02:52 AM,99.4,60.9,56.1,32.1
01/01/2023 12:02:53 AM,19.7,49.5,29.3,6.4
01/01/2023 12:02:54 AM,9.7,72.2,50.3,66.5
01/01/2023 12:02:55 AM,28.0,79.3,95.4,47.1
01/01/2023 12:02:56 AM,71.4,22.2,8.4,53.3
01/01/2023 12:02:57 AM,63.3,9.0,76.3,50.9
01/01/2023 12:02:58 AM,30.1,98.0,63.0,91.5
01/01/2023 12:02:59 AM,99.0,61.9,41.1,2.1
01/01/2023 12:03:00 AM,87.5,95.8,5.5,63.9
01/01/2023 12:03:01 AM,72.7,76.7,84.4,15.1
01/01/2023 12:03:02 AM,68.1,22.0,39.4,38.1
01/01/2023 12:03:03 AM,92.8,71.1,74.0,80.8
01/01/2023 12:03:04 AM,36.4,8.7,88.2,23.3
01/01/2023 12:03:05 AM,49.9,52.7,69.8,1.9
01/01/2023 12:03:06 AM,69.4,95.9,49.5,8.7
01/01/2023 12:03:07 AM,32.7,95.0,6.8,34.5
01/01/2023 12:03:08 AM,46.5,16.2,6.0,40.8
01/01/2023 12:03:09 AM,14.8,60.3,42.7,58.3
01/01/2023 12:03:10 AM,28.5,28.3,81.1,15.6
01/01/2023 12:03:11 AM,24.3,89.1,77.2,97.7
01/01/2023 12:03:12 AM,88.1,39.7,34.0,16.8
01/01/2023 12:03:13 AM,51.1,20.3,49.4,66.1
01/01/2023 12:03:14 AM,20.4,58.5,96.8,32.9
01/01/2023 12:03:15 AM,10.2,65.4,41.5,48.2
01/01/2023 12:03:16 AM,4.8,85.4,40.1,90.5
01/01/2023 12:03:17 AM,60.5,13.7,62.8,29.1
01/01/2023 12:03:18 AM,16.6,49.2,12.7,38.8
01/01/2023 12:03:19 AM,82.3,72.8,84.6,75.9
01/01/2023 12:03:20 AM,74.9,48.4,74.8,66.0
01/01/2023 12:03:21 AM,57.6,51.8,83.9,15.1
01/01/2023 12:03:22 AM,58.7,52.4,3.1,16.3
01/01/2023 12:03:23 AM,85.7,83.4,41.2,60.7
01/01/2023 12:03:24 AM,74.2,78.8,4.2,52.1
01/01/2023 12:03:25 AM,75.4,15.2,8.9,12.4
01/01/2023 12:03:26 AM,84.0,88.4,53.3,63.4
01/01/2023 12:03:27 AM,25.5,25.1,48.9,18.9
01/01/2023 12:03:28 AM,14.5,10.3,96.3,72.9
01/01/2023 12:03:29 AM,32.6,25.4,85.7,12.9
01/01/2023 12:03:30 AM,67.3,52.5,16.7,68.7
01/01/2023 12:03:31 AM,94.4,81.7,81.2,93.8
01/01/2023 12:03:32 AM,80.7,13.4,50.7,81.0
01/01/2023 12:03:33 AM,24.5,83.0,20.1,74.4
01/01/2023 12:03:34 AM,70.6,29.2,60.9,27.4
01/01/2023 12:03:35 AM,37.6,53.9,93.8,75.5
01/01/2023 12:03:36 AM,54.7,3.8,25.0,25.8
01/01/2023 12:03:37 AM,21.8,31.9,66.3,75.1
01/01/2023 12:03:38 AM,58.0,68.6,55.4,37.3
01/01/2023 12:03:39 AM,68.9,14.8,83.9,7.7
01/01/2023 12:03:40 AM,60.5,75.6,92.6,67.2
01/01/2023 12:03:41 AM,14.8,40.1,7.7,27.6
01/01/2023 12:03:42 AM,42.5,1.7,92.0,16.0
01/01/2023 12:03:43 AM,31.2,70.7,45.6,47.8
01/01/2023 12:03:44 AM,58.0,14.7,90.4,58.6
01/01/2023 12:03:45 AM,53.7,83.9,18.0,86.2
01/01/2023 12:03:46 AM,69.2,2.3,57.7,32.0
01/01/2023 12:03:47 AM,32.5,75.5,60.1,69.4
01/01/2023 12:03:48 AM,4.7,77.1,74.2,7.9
01/01/2023 12:03:49 AM,45.8,63.3,42.0,60.6
01/01/2023 12:03:50 AM,63.2,80.4,34.0,5.4
01/01/2023 12:03:51 AM,80.2,81.4,32.2,38.4
01/01/2023 12:03:52 AM,89.6,92.7,68.2,34.5
01/01/2023 12:03:53 AM,82.5,3.5,47.6,39.2
01/01/2023 12:03:54 AM,63.2,8.8,54.6,31.5
01/01/2023 12:03:55 AM,71.6,68.3,42.2,15.0
01/01/2023 12:03:56 AM,65.4,41.5,19.4,51.4
01/01/2023 12:03:57 AM,95.4,85.7,75.3,74.7
01/01/2023 12:03:58 AM,39.3,22.2,59.0,86.4
01/01/2023 12:03:59 AM,43.0,14.4,78.3,27.4
01/01/2023 12:04:00 AM,37.6,22.6,76.1,45.6
01/01/2023 12:04:01 AM,22.9,95.0,99.4,96.6
01/01/2023 12:04:02 AM,29.8,53.6,24.7,18.5
01/01/2023 12:04:03 AM,92.7,96.0,81.9,47.3
01/01/2023 12:04:04 AM,96.0,40.9,31.4,45.9
01/01/2023 12:04:05 AM,99.8,87.3,95.3,29.0
01/01/2023 12:04:06 AM,93.1,12.4,74.5,51.9
01/01/2023 12:04:07 AM,52.5,42.9,85.9,67.5
01/01/2023 12:04:08 AM,84.1,46.5,53.6,67.1
01/01/2023 12:04:09 AM,31.1,13.2,33.0,22.2
01/01/2023 12:04:10 AM,86.7,29.3,65.4,84.7
01/01/2023 12:04:11 AM,87.8,3.0,9.0,89.3
01/01/2023 12:04:12 AM,68.5,16.8,25.9,74.6
01/01/2023 12:04:13 AM,39.1,83.6,91.5,8.7
01/01/2023 12:04:14 AM,51.4,21.5,49.5,65.0
01/01/2023 12:04:15 AM,53.3,28.5,3.7,60.0
01/01/2023 12:04:16 AM,60.0,48.9,20.4,98.7
01/01/2023 12:04:17 AM,18.2,31.0,56.8,7.2
01/01/2023 12:04:18 AM,73.5,33.4,16.9,10.5
01/01/2023 12:04:19 AM,14.6,79.8,80.9,61.7
01/01/2023 12:04:20 AM,98.7,24.5,46.5,43.4
01/01/2023 12:04:21 AM,79.6,85.7,99.4,31.6
01/01/2023 12:04:22 AM,77.1,34.7,15.6,89.4
01/01/2023 12:04:23 AM,47.5,28.0,79.9,69.3
01/01/2023 12:04:24 AM,38.3,47.4,40.6,74.0
01/01/2023 12:04:25 AM,77.0,49.8,66.3,9.4
01/01/2023 12:04:26 AM,6.1,69.5,67.5,68.4
01/01/2023 12:04:27 AM,70.5,55.0,81.9,58.2
01/01/2023 12:04:28 AM,56.2,6.1,39.5,89.1
01/01/2023 12:04:29 AM,94.1,15.9,92.6,85.6
01/01/2023 12:04:30 AM,62.4,19.4,61.3,21.2
01/01/2023 12:04:31 AM,69.8,46.6,6.4,75.4
01/01/2023 12:04:32 AM,21.1,23.1,25.6,10.5
01/01/2023 12:04:33 AM,21.3,25.5,81.8,71.0
01/01/2023 12:04:34 AM,51.4,26.5,76.6,31.6
01/01/2023 12:04:35 AM,55.3,63.1,36.4,39.8
01/01/2023 12:04:36 AM,30.1,5.9,88.7,17.2
01/01/2023 12:04:37 AM,62.0,85.2,36.1,9.3
01/01/2023 12:04:38 AM,4.8,33.6,14.9,1.5
01/01/2023 12:04:39 AM,39.1,34.6,63.5,75.8
01/01/2023 12:04:40 AM,96.5,67.0,88.4,19.3
01/01/2023 12:04:41 AM,97.3,99.1,27.7,14.6
01/01/2023 12:04:42 AM,79.3,73.2,81.0,26.2
01/01/2023 12:04:43 AM,14.1,91.9,49.6,79.0
01/01/2023 12:04:44 AM,41.3,34.1,79.0,32.9
01/01/2023 12:04:45 AM,59.2,76.4,83.3,85.5
01/01/2023 12:04:46 AM,89.5,94.7,2.1,44.1
01/01/2023 12:04:47 AM,96.7,2.7,20.6,81.5
01/01/2023 12:04:48 AM,56.5,31.6,55.5,32.9
01/01/2023 12:04:49 AM,48.8,77.6,16.2,62.7
01/01/2023 12:04:50 AM,48.6,24.0,4.1,23.9
01/01/2023 12:04:51 AM,80.8,48.7,18.9,63.4
01/01/2023 12:04:52 AM,36.7,60.9,14.3,31.9
01/01/2023 12:04:53 AM,10.1,53.4,94.8,51.7
01/01/2023 12:04:54 AM,41.3,37.0,45.5,96.1
01/01/2023 12:04:55 AM,37.2,41.4,41.0,39.7
01/01/2023 12:04:56 AM,18.6,4.8,47.0,98.2
01/01/2023 12:04:57 AM,78.3,41.6,48.1,19.8
01/01/2023 12:04:58 AM,99.1,79.7,2.3,84.4
01/01/2023 12:04:59 AM,12.3,60.1,21.5,54.5
01/01/2023 12:05:00 AM,61.4,64.2,72.0,32.2
01/01/2023 12:05:01 AM,44.6,31.3,14.1,91.7
01/01/2023 12:05:02 AM,46.2,91.4,30.6,54.5
01/01/2023 12:05:03 AM,80.1,41.9,44.4,74.4
01/01/2023 12:05:04 AM,84.2,53.6,67.0,88.5
01/01/2023 12:05:05 AM,91.7,7.2,68.3,25.0
01/01/2023 12:05:06 AM,45.3,82.8,98.1,83.7
01/01/2023 12:05:07 AM,5.9,95.2,99.3,16.9
01/01/2023 12:05:08 AM,51.7,61.7,56.8,35.6
01/01/2023 12:05:09 AM,92.3,66.8,84.1,59.8
01/01/2023 12:05:10 AM,63.5,44.0,9.0,9.1
01/01/2023 12:05:11 AM,94.3,37.1,78.4,49.5
01/01/2023 12:05:12 AM,18.5,90.2,29.4,38.1
01/01/2023 12:05:13 AM,98.5,18.3,23.3,52.9
01/01/2023 12:05:14 AM,61.7,92.6,59.3,32.8
01/01/2023 12:05:15 AM,53.6,48.7,45.2,31.2
01/01/2023 12:05:16 AM,91.9,74.9,6.6,89.2
01/01/2023 12:05:17 AM,67.3,39.7,64.9,60.9
01/01/2023 12:05:18 AM,76.3,9.5,92.0,29.0
01/01/2023 12:05:19 AM,35.9,59.5,57.6,97.7
01/01/2023 12:05:20 AM,60.7,89.3,13.0,45.4
01/01/2023 12:05:21 AM,77.6,90.9,58.3,76.2
01/01/2023 12:05:22 AM,93.7,72.4,55.9,37.9
01/01/2023 12:05:23 AM,95.2,16.1,61.1,75.7
01/01/2023 12:05:24 AM,1.2,7.9,62.3,6.8
01/01/2023 12:05:25 AM,77.1,48.9,25.7,58.2
01/01/2023 12:05:26 AM,93.2,34.8,64.0,56.7
01/01/2023 12:05:27 AM,46.6,15.6,40.4,84.5
01/01/2023 12:05:28 AM,94.2,92.3,30.4,2.1
01/01/2023 12:05:29 AM,53.8,62.4,14.9,11.8
01/01/2023 12:05:30 AM,4.3,31.5,54.5,20.5
01/01/2023 12:05:31 AM,71.0,29.4,32.7,3.1
01/01/2023 12:05:32 AM,92.4,9.2,74.6,67.7
01/01/2023 12:05:33 AM,99.6,21.3,37.5,30.6
01/01/2023 12:05:34 AM,24.8,23.2,40.7,74.0
01/01/2023 12:05:35 AM,20.5,6.4,45.7,86.1
01/01/2023 12:05:36 AM,85.3,31.7,82.8,93.7
01/01/2023 12:05:37 AM,93.2,12.6,38.7,63.6
01/01/2023 12:05:38 AM,75.6,77.1,17.5,36.4
01/01/2023 12:05:39 AM,91.1,24.4,22.6,95.5
01/01/2023 12:05:40 AM,30.6,1.1,79.6,98.8
01/01/2023 12:05:41 AM,37.0,24.5,51.8,24.4
01/01/2023 12:05:42 AM,40.0,21.7,62.3,67.4
01/01/2023 12:05:43 AM,37.0,51.4,12.5,5.0
01/01/2023 12:05:44 AM,95.8,72.0,75.8,21.8
01/01/2023 12:05:45 AM,23.4,18.8,77.0,27.0
01/01/2023 12:05:46 AM,48.2,21.6,23.9,58.6
01/01/2023 12:05:47 AM,17.0,92.8,25.6,65.2
01/01/2023 12:05:48 AM,22.0,67.6,80.2,24.5
01/01/2023 12:05:49 AM,30.7,88.3,21.0,52.5
01/01/2023 12:05:50 AM,97.0,26.4,25.7,55.1
01/01/2023 12:05:51 AM,22.9,79.3,79.1,59.0
01/01/2023 12:05:52 AM,35.5,99.3,90.6,14.3
01/01/2023 12:05:53 AM,24.4,89.4,73.6,64.8
01/01/2023 12:05:54 AM,82.4,81.0,1.5,55.6
01/01/2023 12:05:55 AM,35.7,46.4,25.7,29.4
01/01/2023 12:05:56 AM,54.7,73.4,51.2,72.4
01/01/2023 12:05:57 AM,32.0,7.1,48.7,81.4
01/01/2023 12:05:58 AM,82.2,15.7,37.9,14.5
01/01/2023 12:05:59 AM,33.4,76.7,43.3,44.3
01/01/2023 12:06:00 AM,16.9,90.1,86.0,68.0
01/01/2023 12:06:01 AM,48.1,72.4,67.9,50.3
01/01/2023 12:06:02 AM,31.8,35.2,29.3,65.7
01/01/2023 12:06:03 AM,39.5,57.5,26.3,22.2
01/01/2023 12:06:04 AM,47.5,24.9,79.4,89.2
01/01/2023 12:06:05 AM,85.0,2.6,15.9,83.5
01/01/2023 12:06:06 AM,41.2,71.1,45.2,52.2
01/01/2023 12:06:07 AM,33.6,28.5,33.2,28.0
01/01/2023 12:06:08 AM,67.5,98.2,17.8,89.5
01/01/2023 12:06:09 AM,66.8,78.2,63.9,32.4
01/01/2023 12:06:10 AM,41.0,57.1,41.7,78.3
01/01/2023 12:06:11 AM,47.3,9.4,57.0,48.1
01/01/2023 12:06:12 AM,95.1,84.4,25.2,66.5
01/01/2023 12:06:13 AM,77.9,55.0,87.7,44.7
01/01/2023 12:06:14 AM,90.7,66.9,52.8,37.9
01/01/2023 12:06:15 AM,10.9,92.2,94.6,53.4
01/01/2023 12:06:16 AM,67.7,56.6,98.5,64.3
01/01/2023 12:06:17 AM,67.9,56.3,69.0,61.3
01/01/2023 12:06:18 AM,33.4,7.5,52.5,78.9
01/01/2023 12:06:19 AM,38.9,37.1,77.2,13.3
01/01/2023 12:06:20 AM,5.6,13.8,71.8,90.4
01/01/2023 12:06:21 AM,4.8,51.1,42.8,99.2
01/01/2023 12:06:22 AM,34.9,91.8,44.6,36.0
01/01/2023 12:06:23 AM,25.3,13.5,7.0,34.6
01/01/2023 12:06:24 AM,79.3,91.2,77.3,37.5
01/01/2023 12:06:25 AM,66.4,31.2,49.3,63.0
01/01/2023 12:06:26 AM,30.9,52.9,22.8,5.1
01/01/2023 12:06:27 AM,43.9,24.1,62.5,20.3
01/01/2023 12:06:28 AM,47.8,19.1,30.4,71.2
01/01/2023 12:06:29 AM,58.6,29.3,14.5,34.1
01/01/2023 12:06:30 AM,62.8,62.9,29.8,30.2
01/01/2023 12:06:31 AM,47.9,53.3,6.2,2.4
01/01/2023 12:06:32 AM,40.9,20.8,22.2,21.4
01/01/2023 12:06:33 AM,7.2,3.5,6.1,64.6
01/01/2023 12:06:34 AM,58.3,36.4,63.0,83.5
01/01/2023 12:06:35 AM,59.6,84.5,39.4,68.8
01/01/2023 12:06:36 AM,37.8,12.8,21.1,85.7
01/01/2023 12:06:37 AM,71.6,50.0,60.9,71.4
01/01/2023 12:06:38 AM,47.2,57.2,17.5,25.3
01/01/2023 12:06:39 AM,93.4,85.6,20.2,27.5
01/01/2023 12:06:40 AM,67.9,49.5,3.7,80.3
01/01/2023 12:06:41 AM,83.7,47.6,80.3,5.5
01/01/2023 12:06:42 AM,16.8,94.1,38.6,98.7
01/01/2023 12:06:43 AM,21.5,49.6,69.5,13.0
01/01/2023 12:06:44 AM,88.7,34.9,27.8,89.6
01/01/2023 12:06:45 AM,96.7,36.3,31.7,95.7
01/01/2023 12:06:46 AM,48.8,31.1,83.6,41.4
01/01/2023 12:06:47 AM,5.0,32.0,7.8,80.5
01/01/2023 12:06:48 AM,55.2,29.9,71.0,56.6
01/01/2023 12:06:49 AM,53.2,46.0,59.3,14.7
01/01/2023 12:06:50 AM,2.9,6.1,71.7,85.5
01/01/2023 12:06:51 AM,75.4,15.5,29.6,57.6
01/01/2023 12:06:52 AM,85.3,58.7,44.2,3.7
01/01/2023 12:06:53 AM,4.2,78.2,69.7,64.3
01/01/2023 12:06:54 AM,33.0,27.7,93.2,65.3
01/01/2023 12:06:55 AM,92.9,10.1,24.2,18.6
01/01/2023 12:06:56 AM,60.1,94.0,40.4,3.2
01/01/2023 12:06:57 AM,16.9,88.4,39.9,78.8
01/01/2023 12:06:58 AM,88.7,28.3,96.9,67.8
01/01/2023 12:06:59 AM,90.9,81.2,59.6,9.8
01/01/2023 12:07:00 AM,7.0,42.8,64.4,12.5
01/01/2023 12:07:01 AM,44.2,37.7,7.4,98.5
01/01/2023 12:07:02 AM,13.5,79.0,1.0,67.0
01/01/2023 12:07:03 AM,21.6,5.0,63.6,80.8
01/01/2023 12:07:04 AM,72.4,82.7,26.7,54.9
01/01/2023 12:07:05 AM,15.1,85.8,42.4,58.6
01/01/2023 12:07:06 AM,88.2,59.4,36.2,11.1
01/01/2023 12:07:07 AM,30.4,39.5,90.2,22.9
01/01/2023 12:07:08 AM,94.4,65.4,90.9,62.5
01/01/2023 12:07:09 AM,41.8,69.5,90.8,79.3
01/01/2023 12:07:10 AM,13.8,98.0,16.9,28.7
01/01/2023 12:07:11 AM,35.8,41.0,67.7,51.9
01/01/2023 12:07:12 AM,74.1,80.3,26.4,91.4
01/01/2023 12:07:13 AM,50.3,29.6,84.0,94.7
01/01/2023 12:07:14 AM,52.8,52.1,18.6,79.1
