DATE&TIME,LAFMAX,LAFMIN,LAE,LAEQ
01/01/2023 12:04:13 AM,19.9,36.9,13.9,68.6
01/01/2023 12:04:14 AM,49.0,64.2,49.2,13.1
01/01/2023 12:04:15 AM,17.1,11.3,93.3,74.5
01/01/2023 12:04:16 AM,99.2,27.3,6.9,9.4
01/01/2023 12:04:17 AM,40.7,82.5,8.3,92.4
01/01/2023 12:04:18 AM,6.0,66.0,4.8,23.1
01/01/2023 12:04:19 AM,72.1,23.7,93.1,48.0
01/01/2023 12:04:20 AM,84.9,16.7,9.9,67.9
01/01/2023 12:04:21 AM,28.0,44.2,34.5,38.3
01/01/2023 12:04:22 AM,47.5,1.1,23.6,76.7
01/01/2023 12:04:23 AM,10.1,18.6,64.5,59.0
01/01/2023 12:04:24 AM,96.6,38.7,8.8,25.1
01/01/2023 12:04:25 AM,57.4,5.6,57.5,33.9
01/01/2023 12:04:26 AM,83.3,8.5,70.7,91.5
01/01/2023 12:04:27 AM,91.5,53.7,18.5,17.0
01/01/2023 12:04:28 AM,30.7,45.1,72.8,5.8
01/01/2023 12:04:29 AM,25.9,53.0,43.2,82.2
01/01/2023 12:04:30 AM,38.3,56.7,55.0,93.7
01/01/2023 12:04:31 AM,86.7,28.9,41.2,60.7
01/01/2023 12:04:32 AM,58.5,75.1,46.7,51.5
01/01/2023 12:04:33 AM,10.7,79.7,76.8,90.5
01/01/2023 12:04:34 AM,12.6,93.4,74.0,89.8
01/01/2023 12:04:35 AM,24.1,6.0,82.6,80.2
01/01/2023 12:04:36 AM,35.1,31.9,62.4,21.8
01/01/2023 12:04:37 AM,91.6,25.3,75.1,90.5
01/01/2023 12:04:38 AM,80.1,64.3,74.6,14.5
01/01/2023 12:04:39 AM,21.2,36.2,25.9,27.9
01/01/2023 12:04:40 AM,64.9,3.5,84.1,18.7
01/01/2023 12:04:41 AM,20.6,61.7,60.7,71.7
01/01/2023 12:04:42 AM,22.1,85.9,67.4,59.4
01/01/2023 12:04:43 AM,18.4,43.0,93.4,57.2
01/01/2023 12:04:44 AM,30.4,45.5,53.8,16.4
01/01/2023 12:04:45 AM,77.8,81.6,47.3,22.0
01/01/2023 12:04:46 AM,96.9,31.7,85.0,12.4
01/01/2023 12:04:47 AM,89.5,52.7,17.8,86.9
01/01/2023 12:04:48 AM,22.5,20.3,37.5,34.5
01/01/2023 12:04:49 AM,48.6,41.7,41.2,68.5
01/01/2023 12:04:50 AM,28.3,60.5,51.5,34.9
01/01/2023 12:04:51 AM,86.4,35.1,15.0,70.9
01/01/2023 12:04:52 AM,65.0,92.6,16.6,21.8
01/01/2023 12:04:53 AM,83.0,18.2,6.8,59.4
01/01/2023 12:04:54 AM,1.1,14.1,85.5,12.9
01/01/2023 12:04:55 AM,27.8,7.8,17.8,9.9
01/01/2023 12:04:56 AM,42.6,68.8,99.6,95.8
01/01/2023 12:04:57 AM,34.5,53.7,91.7,60.7
01/01/2023 12:04:58 AM,93.2,10.6,55.7,3.5
01/01/2023 12:04:59 AM,54.4,39.1,18.6,94.6
01/01/2023 12:05:00 AM,64.0,15.5,41.7,18.6
01/01/2023 12:05:01 AM,12.4,1.3,38.7,60.1
01/01/2023 12:05:02 AM,80.5,82.2,65.1,8.9
01/01/2023 12:05:03 AM,98.1,59.8,77.6,73.9
01/01/2023 12:05:04 AM,81.9,88.0,10.6,74.3
01/01/2023 12:05:05 AM,8.2,69.3,81.4,14.2
01/01/2023 12:05:06 AM,51.9,56.4,29.8,20.5
01/01/2023 12:05:07 AM,44.7,99.4,6.4,85.1
01/01/2023 12:05:08 AM,58.1,62.2,89.1,12.3
01/01/2023 12:05:09 AM,29.0,29.9,71.2,14.6
01/01/2023 12:05:10 AM,12.7,26.6,47.4,9.3
01/01/2023 12:05:11 AM,23.3,46.9,28.1,82.1
01/01/2023 12:05:12 AM,12.6,52.6,14.2,17.1
01/01/2023 12:05:13 AM,44.5,98.0,96.2,13.6
01/01/2023 12:05:14 AM,58.8,80.8,38.7,35.1
01/01/2023 12:05:15 AM,22.8,58.2,98.0,12.4
01/01/2023 12:05:16 AM,47.0,92.9,25.6,98.2
01/01/2023 12:05:17 AM,26.8,53.3,41.5,44.4
01/01/2023 12:05:18 AM,74.2,11.1,32.0,48.1
01/01/2023 12:05:19 AM,65.2,40.6,92.0,25.2
01/01/2023 12:05:20 AM,83.2,28.1,6.1,76.0
01/01/2023 12:05:21 AM,80.3,79.3,8.3,62.7
01/01/2023 12:05:22 AM,75.0,94.3,23.7,46.2
01/01/2023 12:05:23 AM,22.7,39.9,97.1,4.1
01/01/2023 12:05:24 AM,84.3,30.1,14.8,70.4
01/01/2023 12:05:25 AM,43.1,71.3,5.7,40.8
01/01/2023 12:05:26 AM,48.2,65.2,56.9,25.3
01/01/2023 12:05:27 AM,8.3,31.0,55.0,74.0
01/01/2023 12:05:28 AM,60.6,37.7,2.9,50.2
01/01/2023 12:05:29 AM,39.2,50.0,70.6,97.0
01/01/2023 12:05:30 AM,12.8,5.4,24.5,44.5
01/01/2023 12:05:31 AM,87.5,71.3,74.4,79.7
01/01/2023 12:05:32 AM,5.2,18.3,54.4,42.9
01/01/2023 12:05:33 AM,59.4,82.9,47.5,12.8
01/01/2023 12:05:34 AM,10.1,33.6,22.2,6.7
01/01/2023 12:05:35 AM,77.0,31.4,43.4,25.2
01/01/2023 12:05:36 AM,76.7,23.8,29.0,14.3
01/01/2023 12:05:37 AM,36.3,68.4,35.4,81.4
01/01/2023 12:05:38 AM,50.1,14.1,45.3,11.5
01/01/2023 12:05:39 AM,43.7,31.6,14.5,21.3
01/01/2023 12:05:40 AM,34.2,3.6,51.8,80.7
01/01/2023 12:05:41 AM,9.5,23.9,1.5,8.2
01/01/2023 12:05:42 AM,58.5,41.5,8.9,25.8
01/01/2023 12:05:43 AM,21.9,51.2,98.4,34.5
01/01/2023 12:05:44 AM,1.3,75.5,79.5,88.2
01/01/2023 12:05:45 AM,63.2,54.8,15.2,19.3
01/01/2023 12:05:46 AM,39.3,10.8,82.2,38.0
01/01/2023 12:05:47 AM,91.3,19.3,60.6,52.1
01/01/2023 12:05:48 AM,74.0,45.1,27.5,68.6
01/01/2023 12:05:49 AM,82.8,64.5,55.8,80.8
01/01/2023 12:05:50 AM,74.0,61.7,15.8,19.4
01/01/2023 12:05:51 AM,14.2,17.4,77.8,22.4
01/01/2023 12:05:52 AM,12.2,26.7,35.1,26.9
01/01/2023 12:05:53 AM,41.6,53.5,97.8,53.8
01/01/2023 12:05:54 AM,55.7,40.5,26.5,32.3
01/01/2023 12:05:55 AM,91.0,98.4,33.0,33.5
01/01/2023 12:05:56 AM,96.3,82.7,11.8,39.2
01/01/2023 12:05:57 AM,40.4,82.3,47.9,94.1
01/01/2023 12:05:58 AM,55.4,22.9,2.4,53.2
01/01/2023 12:05:59 AM,96.8,47.0,17.7,24.8
01/01/2023 12:06:00 AM,70.1,33.2,48.3,26.0
01/01/2023 12:06:01 AM,90.9,27.5,28.3,46.9
01/01/2023 12:06:02 AM,57.7,80.1,5.7,43.6
01/01/2023 12:06:03 AM,48.9,2.4,69.4,45.1
01/01/2023 12:06:04 AM,60.7,33.2,32.9,72.6
01/01/2023 12:06:05 AM,28.4,33.4,23.6,61.0
01/01/2023 12:06:06 AM,35.7,96.2,12.0,24.9
01/01/2023 12:06:07 AM,58.4,33.9,74.4,94.2
01/01/2023 12:06:08 AM,60.2,99.4,65.8,2.0
01/01/2023 12:06:09 AM,1.3,90.9,64.9,94.8
01/01/2023 12:06:10 AM,65.8,38.2,9.3,39.8
01/01/2023 12:06:11 AM,3.4,32.0,5.5,28.2
01/01/2023 12:06:12 AM,80.4,91.8,44.5,45.0
01/01/2023 12:06:13 AM,11.5,8.9,56.1,2.0
01/01/2023 12:06:14 AM,12.7,11.4,55.8,96.2
01/01/2023 12:06:15 AM,19.6,55.1,79.1,83.8
01/01/2023 12:06:16 AM,60.5,76.7,59.9,18.3
01/01/2023 12:06:17 AM,62.3,96.1,72.7,36.9
01/01/2023 12:06:18 AM,48.6,7.6,99.2,39.4
01/01/2023 12:06:19 AM,28.8,38.5,15.1,20.8
01/01/2023 12:06:20 AM,80.3,72.0,26.7,53.8
01/01/2023 12:06:21 AM,11.8,79.9,14.7,26.2
01/01/2023 12:06:22 AM,34.0,39.4,89.8,10.4
01/01/2023 12:06:23 AM,15.5,31.9,83.7,31.2
01/01/2023 12:06:24 AM,33.7,12.7,33.1,53.0
01/01/2023 12:06:25 AM,60.2,75.7,9.4,2.1
01/01/2023 12:06:26 AM,68.1,12.9,66.3,30.2
01/01/2023 12:06:27 AM,62.8,79.5,87.4,86.6
01/01/2023 12:06:28 AM,32.6,6.4,76.6,50.3
01/01/2023 12:06:29 AM,20.5,12.4,84.7,53.4
01/01/2023 12:06:30 AM,25.4,90.1,71.2,47.6
01/01/2023 12:06:31 AM,56.9,34.9,80.7,46.6
01/01/2023 12:06:32 AM,73.8,30.3,52.0,29.4
01/01/2023 12:06:33 AM,98.5,75.8,76.6,60.9
01/01/2023 12:06:34 AM,40.7,64.3,2.1,75.9
01/01/2023 12:06:35 AM,23.9,23.8,64.2,66.3
01/01/2023 12:06:36 AM,46.1,47.4,13.0,33.5
01/01/2023 12:06:37 AM,9.4,99.6,87.9,96.5
01/01/2023 12:06:38 AM,7.6,60.4,72.4,35.5
01/01/2023 12:06:39 AM,93.0,82.8,73.6,76.0
01/01/2023 12:06:40 AM,3.5,27.2,16.8,11.1
01/01/2023 12:06:41 AM,38.1,15.4,72.6,85.0
01/01/2023 12:06:42 AM,61.6,92.9,75.7,85.2
01/01/2023 12:06:43 AM,73.2,80.3,89.8,69.9
01/01/2023 12:06:44 AM,95.1,84.7,47.2,91.1
01/01/2023 12:06:45 AM,2.7,9.3,87.4,73.8
01/01/2023 12:06:46 AM,80.0,49.4,22.8,22.2
01/01/2023 12:06:47 AM,55.0,35.2,94.7,10.3
01/01/2023 12:06:48 AM,15.7,60.2,97.2,66.6
01/01/2023 12:06:49 AM,51.8,29.7,67.4,78.2
01/01/2023 12:06:50 AM,67.5,40.8,84.9,35.6
01/01/2023 12:06:51 AM,67.3,57.2,62.4,84.1
01/01/2023 12:06:52 AM,54.9,81.1,54.5,5.1
01/01/2023 12:06:53 AM,67.8,19.5,55.6,81.4
01/01/2023 12:06:54 AM,32.9,5.9,81.3,75.7
01/01/2023 12:06:55 AM,18.9,49.6,18.1,67.2
01/01/2023 12:06:56 AM,16.4,2.7,13.2,30.7
01/01/2023 12:06:57 AM,81.7,24.8,70.4,63.4
01/01/2023 12:06:58 AM,6.0,73.0,19.9,26.4
01/01/2023 12:06:59 AM,89.1,64.4,53.9,69.4
01/01/2023 12:07:00 AM,78.3,65.4,77.0,91.0
01/01/2023 12:07:01 AM,67.9,28.8,38.5,97.7
01/01/2023 12:07:02 AM,74.7,43.4,49.0,35.9
01/01/2023 12:07:03 AM,91.7,57.5,12.5,89.8
01/01/2023 12:07:04 AM,82.7,13.0,56.9,19.4
01/01/2023 12:07:05 AM,34.1,26.4,35.6,2.8
01/01/2023 12:07:06 AM,41.5,92.2,99.0,3.7
01/01/2023 12:07:07 AM,28.9,22.5,3.9,64.2
01/01/2023 12:07:08 AM,81.6,14.6,20.7,51.3
01/01/2023 12:07:09 AM,5.6,61.3,40.4,81.8
01/01/2023 12:07:10 AM,69.5,8.0,4.5,23.5
01/01/2023 12:07:11 AM,64.2,6.9,97.3,37.5
01/01/2023 12:07:12 AM,52.9,76.2,55.7,53.5
01/01/2023 12:07:13 AM,18.2,32.9,31.3,62.0
01/01/2023 12:07:14 AM,24.7,58.0,29.2,83.8
